mi_quality,transcript_id,video_title,video_url,topic,utterance_id,interlocutor,timestamp,utterance_text,annotator_id,therapist_input_exists,therapist_input_subtype,reflection_exists,reflection_subtype,question_exists,question_subtype,main_therapist_behaviour,client_talk_type
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,0,therapist,00:00:31,Would you like to answer some questions and kind of do a self-evaluation about how you're feeling around alcohol and the contraception?,5,False,,False,,True,closed,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,1,client,00:00:39,Sure.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,2,therapist,00:00:40,"Okay. So we're working on a 10 point of scale 1 to 10, 1 being not important, 10 being very important. One being not confident, one being very confident. So on a scale of 1 to 10, which number best reflects how important it is to you to drink the-- what risk limits?",5,False,,False,,True,closed,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,3,client,00:01:00,I would say an eight.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,4,therapist,00:01:01,"You'd say an eight. Okay. And on a scale of 1 to 10, how confident are you at the present time that you can drink below risk levels?",5,False,,False,,True,closed,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,5,client,00:01:13,I would say a four.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,6,therapist,00:01:14,Amount of four.,5,False,,True,simple,False,,reflection,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,7,client,00:01:16,Mm-hmm.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,8,therapist,00:01:16,"Okay. And so let's look at those two. You're-you're thinking it's pretty important, but your confidence is down here, uh, a four, but it's not a one. What makes you confident that you can drink below risk levels and you remember what those are?",5,False,,True,simple,True,open,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,9,client,00:01:37,"Um, I think it's because you've told me I'm at risk and I have alcoholism in my family and I really don't want to go down that path. So I'm-I'm confident that I can change that at this point.",5,,,,,,,,change
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,10,therapist,00:01:50,Okay. So that gives you a good reason not to drink. Okay. Anything else?,5,False,,True,simple,True,open,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,11,client,00:01:56,"Um, well, I have a group of friends that doesn't drink that I hang out with. And I think when I hang out with them, it's not an issue. So that also helps me.",5,,,,,,,,change
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,12,therapist,00:02:03,So you have a support group that gives you the ability to have fun and still drink below risk levels?,5,False,,True,simple,False,,reflection,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,13,client,00:02:08,Yep.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,14,therapist,00:02:09,Okay. Anything else?,5,False,,False,,True,closed,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,15,client,00:02:12,Nope.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,16,therapist,00:02:13,"Now let's look at your self-evaluation of your birth control. So now we're doing the risk of pregnancy and the use of birth control. So on a scale of 1 to 10, how important is it to you to use effective birth control every time you have sex to keep from getting pregnant?",5,False,,False,,True,closed,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,17,client,00:02:36,I would say an eight.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,18,therapist,00:02:37,"An eight. Okay. And on a scale of 1 to 10, how confident are you at the present time that you- that you can use effective birth control?",5,False,,True,simple,True,closed,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,19,client,00:02:52,"Every time,-",5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,20,therapist,00:02:53,Every time.,5,True,information,False,,False,,therapist_input,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,21,client,00:02:53,-probably a six.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,22,therapist,00:02:55,Correctly as it's prescribed.,5,True,information,False,,False,,therapist_input,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,23,client,00:02:57,Probably a six.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,24,therapist,00:02:58,Probably a six. Okay. So you're pretty confident that you can do it. And why are you a six and not a two or three?,5,False,,True,complex,True,open,question,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,25,client,00:03:11,"Um, I'm a six because I think if I drink less, I'll be more reliable with using birth control. I tend to not use it when I'm-- I drank too much and I don't really care too much.",5,,,,,,,,change
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,26,therapist,00:03:24,"Okay. So it's kind of linked to your drinking, the fact that, um, that you can-- if you can take care of that drinking, you can take care of the-",5,False,,True,complex,False,,reflection,
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,27,client,00:03:35,Yeah.,5,,,,,,,,neutral
high,82,Motivational Interviewing: Linking Behaviors,https://www.youtube.com/watch?v=5ePJw0NjEec,reducing alcohol consumption,28,therapist,00:03:35,-birth control issue and this importance comes down as your reason why you're not down here.,5,False,,True,simple,False,,reflection,
